rank,term,n_tokens,freq
1,"two dimensional",2,797
2,"magnetic field",2,757
3,"standard model",2,634
4,"field theory",2,616
5,"high energy",2,562
6,"ground state",2,530
7,"first order",2,504
8,"low energy",2,501
9,"experimental data",2,493
10,"phase transition",2,482
11,"cross section",2,371
12,"ray emission",2,361
13,"large scale",2,360
14,"second order",2,354
15,"power law",2,340
16,"new physics",2,338
17,"numerical simulations",2,335
18,"new approach",2,333
19,"non linear",2,322
20,"space time",2,310
21,"time dependent",2,284
22,"large number",2,281
23,"quantum mechanics",2,280
24,"perturbation theory",2,274
25,"phase space",2,271
26,"high temperature",2,268
27,"three dimensional",2,267
28,"high resolution",2,265
29,"phys rev",2,260
30,"two dimensions",2,260
31,"new class",2,251
32,"model independent",2,251
33,"effective potential",2,250
34,"low density",2,249
35,"leading order",2,248
36,"self consistent",2,242
37,"boundary conditions",2,237
38,"mean field",2,234
39,"wave function",2,233
40,"dynamical systems",2,232
41,"non zero",2,232
42,"general relativity",2,232
43,"time evolution",2,228
44,"order parameter",2,226
45,"black hole",2,222
46,"correlation functions",2,217
47,"initial state",2,214
48,"non trivial",2,214
49,"single particle",2,208
50,"zero temperature",2,207
51,"exact solution",2,206
52,"structure functions",2,205
53,"mass function",2,205
54,"cross sections",2,205
55,"effective action",2,203
56,"string theory",2,201
57,"two types",2,200
58,"distribution function",2,198
59,"parameter space",2,197
60,"dark matter",2,197
61,"lattice qcd",2,197
62,"spectral analysis",2,196
63,"cosmological models",2,196
64,"two component",2,193
65,"field theories",2,193
66,"star formation",2,193
67,"special case",2,191
68,"finite dimensional",2,189
69,"matrix elements",2,187
70,"quantum gravity",2,185
71,"energy range",2,182
72,"low temperature",2,182
73,"high frequency",2,181
74,"power spectrum",2,181
75,"higher order",2,179
76,"early universe",2,177
77,"energy spectrum",2,175
78,"non equilibrium",2,174
79,"gauge field",2,171
80,"angular momentum",2,170
81,"two photon",2,170
82,"radio galaxies",2,170
83,"optical spectra",2,169
84,"theoretical predictions",2,168
85,"energy density",2,168
86,"data set",2,167
87,"massive stars",2,166
88,"temperature dependence",2,166
89,"symmetry breaking",2,166
90,"renormalization group",2,165
91,"ray sources",2,163
92,"infinite dimensional",2,162
93,"long time",2,161
94,"finite temperature",2,161
95,"galaxy clusters",2,161
96,"monte carlo simulations",3,159
97,"classical limit",2,159
98,"final state",2,159
99,"available data",2,158
100,"quantum mechanical",2,157
101,"exact solutions",2,157
102,"gauge theories",2,157
103,"initial conditions",2,155
104,"fixed point",2,155
105,"statistical properties",2,155
106,"low temperatures",2,153
107,"short range",2,152
108,"bound state",2,151
109,"long range",2,151
110,"critical point",2,151
111,"cp violation",2,151
112,"form factor",2,150
113,"einstein equations",2,148
114,"four dimensions",2,147
115,"cosmological parameters",2,147
116,"mass spectrum",2,147
117,"spectral properties",2,146
118,"quantum information",2,145
119,"phase transitions",2,145
120,"higher dimensional",2,144
121,"free energy",2,144
122,"cosmological constant",2,139
123,"energy distribution",2,138
124,"sigma model",2,137
125,"vacuum energy",2,135
126,"scalar fields",2,135
127,"emission lines",2,135
