rank,term,n_tokens,freq
1,"deep learning",2,6107
2,"large scale",2,3877
3,"machine learning",2,3762
4,"two dimensional",2,3717
5,"large number",2,3177
6,"proposed algorithm",2,2907
7,"neural network",2,2820
8,"real world",2,2819
9,"real time",2,2728
10,"standard model",2,2590
11,"training data",2,2524
12,"high performance",2,1940
13,"first order",2,1924
14,"high order",2,1800
15,"second order",2,1775
16,"art methods",2,1737
17,"data driven",2,1710
18,"quantum systems",2,1700
19,"neural networks",2,1676
20,"ground state",2,1588
21,"general framework",2,1568
22,"high energy",2,1557
23,"non linear",2,1548
24,"data set",2,1482
25,"two types",2,1480
26,"numerical simulations",2,1391
27,"field theory",2,1372
28,"dynamical systems",2,1344
29,"new class",2,1330
30,"optimization problem",2,1325
31,"existing state",2,1278
32,"non local",2,1273
33,"state space",2,1230
34,"theoretical analysis",2,1205
35,"lower bound",2,1174
36,"time evolution",2,1154
37,"experimental data",2,1152
38,"computer vision",2,1141
39,"long time",2,1140
40,"new physics",2,1139
41,"higher order",2,1122
42,"magnetic field",2,1103
43,"potential applications",2,1086
44,"art performance",2,1082
45,"high accuracy",2,1075
46,"multi level",2,1059
47,"multi task",2,1046
48,"generative model",2,1017
49,"representation learning",2,998
50,"special case",2,996
51,"many body",2,989
52,"open problem",2,982
53,"large class",2,974
54,"phase space",2,967
55,"high resolution",2,947
56,"boundary conditions",2,936
57,"reinforcement learning",2,933
58,"non zero",2,926
59,"object detection",2,906
60,"machine learning algorithms",3,902
61,"three dimensional",2,880
62,"time dependent",2,879
63,"low energy",2,858
64,"phase transition",2,848
65,"two step",2,842
66,"data sets",2,836
67,"high level",2,833
68,"training samples",2,829
69,"high quality",2,823
70,"self supervised",2,822
71,"vector space",2,820
72,"general relativity",2,819
73,"language models",2,816
74,"convolutional neural network",3,813
75,"decision making",2,808
76,"dark matter",2,797
77,"low temperature",2,791
78,"low dimensional",2,771
79,"two stage",2,766
80,"closed form",2,747
81,"energy density",2,746
82,"sufficient conditions",2,746
83,"magnetic fields",2,745
84,"high frequency",2,744
85,"magnetic properties",2,743
86,"test set",2,743
87,"long range",2,741
88,"task specific",2,740
89,"distribution function",2,740
90,"parameter space",2,738
91,"long term",2,737
92,"significant performance",2,737
93,"data points",2,735
94,"high dimensional",2,721
95,"system size",2,706
96,"phase transitions",2,703
97,"non equilibrium",2,703
98,"art techniques",2,702
99,"physical systems",2,696
100,"statistical analysis",2,694
101,"semantic segmentation",2,690
102,"control over",2,688
103,"trade off",2,686
104,"fine tuning",2,685
105,"artificial intelligence",2,681
106,"first principles",2,674
107,"next generation",2,665
108,"discrete time",2,663
109,"sufficient condition",2,657
110,"mean field",2,655
111,"classification tasks",2,655
112,"non trivial",2,651
113,"optical properties",2,650
114,"time step",2,647
115,"computationally efficient",2,641
116,"lower bounds",2,640
117,"open source",2,638
118,"learning algorithms",2,636
119,"natural language models",3,636
120,"polynomial time",2,633
121,"computational complexity",2,631
122,"information theory",2,628
123,"critical point",2,625
124,"low resolution",2,624
125,"social networks",2,623
126,"time series",2,622
127,"deep learning algorithms",3,622
128,"dynamical system",2,621
129,"detailed analysis",2,620
130,"fixed point",2,615
131,"small scale",2,615
132,"pre trained",2,607
133,"multi agent",2,600
134,"attention mechanism",2,587
135,"time domain",2,586
136,"time consuming",2,586
137,"ground truth",2,586
138,"spectral properties",2,581
139,"least two",2,579
140,"black box",2,578
141,"deep learning techniques",3,577
142,"communication systems",2,576
143,"differential equations",2,575
144,"pre training",2,575
145,"network architecture",2,575
146,"three dimensions",2,573
147,"highly efficient",2,571
148,"steady state",2,570
149,"unified framework",2,566
150,"time varying",2,563
151,"prior information",2,563
