rank,term,n_tokens,freq
1,"two dimensional",2,1792
2,"first order",2,1313
3,"standard model",2,1106
4,"high energy",2,1057
5,"new approach",2,992
6,"ground state",2,991
7,"field theory",2,963
8,"large number",2,937
9,"magnetic field",2,783
10,"non linear",2,704
11,"high resolution",2,686
12,"experimental data",2,675
13,"magnetic fields",2,672
14,"high temperature",2,669
15,"new class",2,656
16,"low energy",2,652
17,"time dependent",2,637
18,"phase transition",2,602
19,"low mass",2,575
20,"space time",2,565
21,"second order",2,552
22,"special case",2,550
23,"dark matter",2,543
24,"general relativity",2,503
25,"finite dimensional",2,501
26,"finite temperature",2,501
27,"three dimensional",2,496
28,"boundary conditions",2,489
29,"phys rev",2,478
30,"large scale",2,469
31,"numerical simulations",2,467
32,"higher order",2,463
33,"field equations",2,453
34,"model independent",2,444
35,"dynamical systems",2,444
36,"physical properties",2,443
37,"new physics",2,439
38,"parameter space",2,438
39,"non local",2,435
40,"data set",2,433
41,"power law",2,429
42,"phase transitions",2,420
43,"quantum mechanics",2,414
44,"magnetic properties",2,412
45,"sufficient conditions",2,402
46,"long time",2,399
47,"two component",2,386
48,"non trivial",2,380
49,"spectral analysis",2,375
50,"long range",2,374
51,"quantum information",2,365
52,"cross section",2,364
53,"general framework",2,364
54,"leading order",2,363
55,"initial data",2,360
56,"upper bounds",2,359
57,"gauge theory",2,359
58,"two types",2,354
59,"large sample",2,350
60,"single particle",2,343
61,"time evolution",2,339
62,"galaxy clusters",2,335
63,"order parameter",2,334
64,"local density",2,332
65,"detailed analysis",2,328
66,"scalar field",2,325
67,"small scale",2,322
68,"energy density",2,321
69,"system size",2,321
70,"low temperatures",2,320
71,"strong coupling",2,317
72,"self consistent",2,317
73,"monte carlo",2,316
74,"mean field",2,315
75,"model predictions",2,314
76,"bound states",2,314
77,"critical behavior",2,303
78,"stochastic process",2,300
79,"critical point",2,295
80,"upper bound",2,295
81,"energy spectrum",2,294
82,"spectral properties",2,294
83,"band structure",2,294
84,"gauge theories",2,291
85,"ray sources",2,289
86,"lower bound",2,289
87,"two body",2,288
88,"two photon",2,286
89,"asymptotic behavior",2,284
90,"data sets",2,284
91,"stellar evolution",2,283
92,"invariant under",2,283
93,"phase space",2,283
94,"star formation",2,281
95,"real time",2,280
96,"black hole",2,277
97,"transport properties",2,275
98,"large class",2,274
99,"non equilibrium",2,273
100,"power spectrum",2,271
101,"arbitrary number",2,270
102,"dark energy",2,269
103,"non zero",2,268
104,"perturbation theory",2,267
105,"differential equations",2,267
106,"monte carlo simulations",3,266
107,"distribution function",2,265
108,"dynamics simulations",2,264
109,"vector space",2,263
110,"least two",2,262
111,"complete set",2,262
112,"optical spectra",2,262
113,"exact solution",2,261
114,"statistical analysis",2,261
115,"initial state",2,261
116,"dynamical system",2,261
117,"two classes",2,261
118,"numerical methods",2,260
119,"total number",2,260
120,"three dimensions",2,260
121,"angular momentum",2,259
