rank,term,n_tokens,freq
1,"two dimensional",2,2046
2,"field theory",2,1325
3,"standard model",2,1270
4,"magnetic field",2,1243
5,"first order",2,1139
6,"ground state",2,1028
7,"large number",2,974
8,"new approach",2,945
9,"large scale",2,921
10,"low energy",2,822
11,"second order",2,816
12,"low temperature",2,802
13,"phase transition",2,772
14,"experimental data",2,728
15,"high energy",2,715
16,"new physics",2,692
17,"space time",2,689
18,"higher order",2,651
19,"time evolution",2,650
20,"new class",2,614
21,"dynamical system",2,604
22,"finite dimensional",2,598
23,"dark matter",2,569
24,"numerical simulations",2,566
25,"sufficient conditions",2,562
26,"special case",2,556
27,"non trivial",2,554
28,"time dependent",2,554
29,"phys rev",2,549
30,"power law",2,536
31,"non local",2,532
32,"non zero",2,524
33,"general framework",2,519
34,"energy spectrum",2,518
35,"physical properties",2,514
36,"model independent",2,509
37,"two types",2,503
38,"long range",2,503
39,"low mass",2,501
40,"non linear",2,473
41,"general relativity",2,460
42,"quantum mechanics",2,457
43,"data set",2,450
44,"three dimensions",2,446
45,"lower bounds",2,444
46,"many applications",2,434
47,"bound states",2,420
48,"leading order",2,416
49,"high resolution",2,410
50,"ray emission",2,409
51,"vector space",2,404
52,"single particle",2,402
53,"two component",2,397
54,"strong coupling",2,388
55,"star formation",2,388
56,"wave function",2,386
57,"parameter space",2,385
58,"self consistent",2,384
59,"non equilibrium",2,384
60,"fixed point",2,384
61,"large class",2,384
62,"three dimensional",2,374
63,"scalar field",2,371
64,"upper bound",2,371
65,"order parameter",2,366
66,"boundary conditions",2,365
67,"mean field",2,364
68,"black hole",2,364
69,"free energy",2,362
70,"exact solutions",2,355
71,"detailed analysis",2,353
72,"high frequency",2,351
73,"initial data",2,351
74,"asymptotic behavior",2,351
75,"galaxy clusters",2,343
76,"lower bound",2,342
77,"dynamical systems",2,341
78,"magnetic fields",2,338
79,"system size",2,335
80,"quantum information",2,335
81,"perturbation theory",2,331
82,"distribution function",2,330
83,"energy density",2,330
84,"spectral properties",2,326
85,"energy distribution",2,325
86,"magnetic properties",2,324
87,"effective mass",2,322
88,"invariant under",2,321
89,"long term",2,319
90,"high performance",2,316
91,"integrated luminosity",2,315
92,"complete set",2,314
93,"phase space",2,312
94,"stellar mass",2,310
95,"least two",2,308
96,"real data",2,308
97,"finite temperature",2,306
98,"correlation functions",2,300
99,"gauge theory",2,298
100,"initial conditions",2,298
101,"necessary condition",2,297
102,"electronic structure",2,296
103,"two dimensions",2,295
104,"cross section",2,293
105,"probability distribution",2,293
106,"theoretical analysis",2,291
107,"monte carlo",2,289
108,"short range",2,287
109,"small values",2,286
110,"continuous time",2,286
111,"numerical methods",2,286
112,"critical temperature",2,283
113,"quantum fluctuations",2,282
114,"optical properties",2,281
115,"phase transitions",2,276
116,"einstein equations",2,275
117,"arbitrary number",2,275
118,"early universe",2,268
119,"finite size",2,265
120,"phase diagram",2,265
121,"superconducting state",2,263
122,"surface density",2,262
123,"monte carlo simulations",3,262
124,"closed form",2,261
125,"statistical analysis",2,261
126,"self similar",2,259
127,"two classes",2,258
128,"angular momentum",2,257
129,"light curves",2,256
130,"structural properties",2,255
131,"numerical calculations",2,251
132,"single crystals",2,249
133,"differential equation",2,245
134,"type stars",2,245
135,"lattice qcd",2,244
136,"representation theory",2,243
137,"strongly coupled",2,242
138,"critical value",2,242
139,"type ii",2,242
140,"high quality",2,237
141,"proton collisions",2,236
142,"numerical simulation",2,233
143,"simple proof",2,232
144,"total number",2,232
145,"steady state",2,231
146,"transport properties",2,230
147,"four dimensional",2,230
148,"chemical potential",2,230
149,"finite fields",2,230
150,"double well",2,229
151,"time series",2,229
152,"symmetry breaking",2,229
153,"thin films",2,229
154,"main sequence",2,228
155,"lie algebra",2,227
156,"neutron star",2,227
157,"first principles",2,227
158,"data sets",2,227
159,"real time",2,226
160,"cosmological constant",2,225
161,"theoretical models",2,225
162,"coherent states",2,225
163,"final state",2,224
164,"long time",2,224
165,"structure formation",2,224
166,"initial state",2,222
167,"binary system",2,222
168,"band structure",2,221
169,"upper bounds",2,220
170,"current density",2,219
171,"quantum gravity",2,219
172,"velocity field",2,219
173,"high temperature",2,219
174,"form factors",2,217
175,"gauge symmetry",2,217
176,"finitely generated",2,217
177,"exact solution",2,217
178,"numerical solutions",2,217
179,"electric field",2,215
180,"explicit formula",2,215
181,"two body",2,214
182,"effective potential",2,214
183,"charged particles",2,214
184,"brownian motion",2,213
185,"high dimensional",2,213
186,"power spectrum",2,213
187,"information theory",2,212
188,"infinite number",2,212
189,"gravitational field",2,212
190,"hilbert space",2,211
191,"partition function",2,210
192,"spectral functions",2,208
193,"theoretical studies",2,208
194,"quark mass",2,208
195,"polynomial time",2,207
196,"topological properties",2,205
197,"spatial distribution",2,205
198,"up observations",2,205
199,"effective action",2,202
200,"finite element",2,202
201,"large area",2,201
202,"quantum correlations",2,201
203,"metric spaces",2,200
204,"fundamental group",2,200
205,"high speed",2,199
206,"non thermal",2,199
207,"finitely many",2,199
208,"wave equation",2,199
209,"upper limits",2,199
210,"random walks",2,198
211,"two loop",2,198
212,"matrix elements",2,197
213,"coupling constant",2,196
214,"unique solution",2,195
215,"vector fields",2,195
216,"new concept",2,195
217,"bound state",2,195
218,"minimum number",2,195
219,"theoretical predictions",2,194
220,"evolution equations",2,194
221,"second part",2,194
222,"random variables",2,194
223,"low dimensional",2,193
224,"short time",2,192
225,"open problems",2,190
226,"correlation function",2,190
227,"stellar evolution",2,189
228,"wireless networks",2,189
229,"solar system",2,189
230,"value problem",2,188
231,"single photon",2,188
232,"high precision",2,188
233,"moduli space",2,188
234,"square lattice",2,187
235,"spectroscopic observations",2,185
236,"optical lattice",2,185
237,"mass ratio",2,185
238,"sloan digital sky survey",4,185
239,"mean field theory",3,185
240,"time scale",2,185
241,"observational data",2,184
242,"two dimensional 2d",3,183
243,"strong magnetic field",3,183
244,"gamma rays",2,183
245,"fermi lat",2,183
246,"physical parameters",2,181
247,"high redshift",2,181
248,"initial states",2,181
249,"social networks",2,180
250,"arbitrary dimension",2,180
251,"general relativistic",2,180
252,"symmetric group",2,180
253,"strong correlations",2,179
254,"matter fields",2,178
255,"vertex set",2,177
256,"electronic properties",2,176
257,"higher dimensional",2,176
258,"statistical properties",2,176
259,"non negative",2,174
260,"high level",2,174
261,"spherically symmetric",2,174
262,"molecular dynamics",2,173
263,"stochastic processes",2,173
264,"non interacting",2,173
265,"coupling strength",2,172
266,"random matrices",2,172
267,"differential equations",2,172
268,"two photon",2,172
269,"inverse problem",2,172
270,"open problem",2,171
271,"abelian group",2,171
272,"wide field",2,171
273,"optical spectra",2,171
274,"temperature dependence",2,170
275,"solid state",2,170
276,"high energies",2,170
277,"excited states",2,170
278,"first principles calculations",3,169
279,"tree level",2,169
280,"emission lines",2,168
281,"closed under",2,167
282,"linear algebra",2,167
283,"monte carlo simulation",3,167
284,"sum over",2,166
285,"stability analysis",2,166
286,"semi classical",2,164
287,"asymptotic analysis",2,164
288,"critical behavior",2,164
289,"nuclear matter",2,164
290,"cp violation",2,163
291,"channel state",2,163
292,"string theory",2,163
293,"mathematical model",2,163
294,"cross sections",2,163
295,"strongly correlated",2,161
296,"zero temperature",2,161
297,"geometric properties",2,161
298,"weak solutions",2,161
299,"massive stars",2,161
300,"renormalization group",2,161
301,"two qubit",2,161
302,"point like",2,161
303,"cosmological models",2,161
304,"harmonic oscillator",2,160
305,"complex networks",2,160
306,"lower mass",2,160
307,"low frequency",2,160
308,"molecular gas",2,160
309,"random variable",2,159
310,"structure factor",2,159
311,"low density",2,159
312,"decay rate",2,159
313,"specific heat",2,159
314,"non commutative",2,158
315,"ray sources",2,158
316,"many body",2,158
317,"near infrared",2,158
318,"fixed points",2,158
319,"green function",2,158
320,"small scale",2,158
321,"random graph",2,157
322,"algebraic structure",2,157
323,"confidence level",2,156
324,"black holes",2,156
325,"main theorem",2,156
