rank,term,n_tokens,freq
1,"deep learning",2,4231
2,"two dimensional",2,3064
3,"large scale",2,2680
4,"large number",2,2656
5,"proposed algorithm",2,2592
6,"machine learning",2,2458
7,"standard model",2,2354
8,"neural networks",2,2300
9,"high performance",2,2285
10,"magnetic field",2,1852
11,"first order",2,1809
12,"real data",2,1769
13,"three dimensional",2,1742
14,"non linear",2,1719
15,"second order",2,1656
16,"data set",2,1577
17,"field theory",2,1536
18,"high resolution",2,1495
19,"art methods",2,1450
20,"high energy",2,1436
21,"quantum systems",2,1414
22,"real time",2,1403
23,"general framework",2,1392
24,"two types",2,1379
25,"numerical simulations",2,1355
26,"new class",2,1324
27,"state space",2,1311
28,"optimization problem",2,1307
29,"neural network",2,1274
30,"ground state",2,1220
31,"long time",2,1210
32,"dynamical systems",2,1166
33,"time dependent",2,1165
34,"real world",2,1163
35,"training data",2,1159
36,"higher order",2,1126
37,"non local",2,1106
38,"experimental data",2,1093
39,"non trivial",2,1073
40,"new physics",2,1001
41,"high order",2,995
42,"special case",2,969
43,"high level",2,964
44,"lower bounds",2,952
45,"upper bound",2,935
46,"large class",2,916
47,"computer vision",2,910
48,"network architecture",2,908
49,"multi task",2,878
50,"phase transition",2,823
51,"time evolution",2,822
52,"electronic properties",2,821
53,"dark matter",2,811
54,"supervised learning",2,793
55,"mean field",2,790
56,"boundary conditions",2,790
57,"data driven",2,789
58,"physical systems",2,785
59,"parameter space",2,773
60,"potential applications",2,761
61,"long range",2,758
62,"deep neural networks",3,740
63,"high quality",2,740
64,"generative model",2,738
65,"computational complexity",2,729
66,"general relativity",2,723
67,"finite dimensional",2,722
68,"high dimensional",2,716
69,"system size",2,712
70,"spectral analysis",2,709
71,"time series",2,709
72,"phase space",2,700
73,"high accuracy",2,694
74,"traditional methods",2,659
75,"reinforcement learning",2,654
76,"topological properties",2,646
77,"theoretical analysis",2,645
78,"art performance",2,644
79,"object detection",2,639
80,"pre trained",2,631
81,"maximum number",2,609
82,"physical properties",2,605
83,"open problem",2,599
84,"structural properties",2,595
85,"low dimensional",2,588
86,"necessary conditions",2,586
87,"fixed point",2,584
88,"least two",2,581
89,"distribution function",2,575
90,"low frequency",2,572
91,"convolutional neural networks",3,571
92,"lower bound",2,567
93,"continuous functions",2,566
94,"closed form",2,566
95,"non zero",2,566
96,"bayesian approach",2,561
97,"low density",2,558
98,"low cost",2,553
99,"statistical analysis",2,553
100,"dynamical system",2,552
101,"detailed analysis",2,551
102,"numerical solutions",2,550
103,"two step",2,546
104,"decision making",2,543
105,"phys rev",2,541
106,"classification task",2,541
107,"time domain",2,537
108,"two dimensions",2,536
109,"differential equations",2,536
110,"time varying",2,536
111,"discrete time",2,534
112,"inverse problem",2,531
113,"trade off",2,530
114,"next generation",2,526
115,"machine learning algorithms",3,524
116,"many body",2,522
117,"steady state",2,520
118,"hilbert space",2,518
119,"convolutional neural network",3,517
120,"theoretical framework",2,515
121,"statistical properties",2,514
122,"strong coupling",2,514
123,"initial data",2,513
124,"random variables",2,511
125,"room temperature",2,509
126,"stochastic processes",2,507
127,"finite temperature",2,507
128,"natural language",2,503
129,"sufficient conditions",2,501
130,"multi level",2,500
131,"finite element",2,498
132,"bound state",2,498
133,"probability distributions",2,492
134,"representation learning",2,492
135,"data sets",2,491
136,"unified framework",2,490
137,"case studies",2,487
138,"self consistent",2,485
139,"asymptotic behavior",2,484
140,"initial conditions",2,482
141,"single particle",2,482
142,"necessary condition",2,481
143,"low temperature",2,478
144,"first principles",2,478
145,"new family",2,477
146,"convergence rate",2,475
147,"two stage",2,473
148,"free energy",2,469
149,"monte carlo",2,469
150,"black holes",2,466
151,"two body",2,466
152,"energy efficiency",2,464
153,"arbitrary number",2,464
154,"experimental measurements",2,462
155,"quantum mechanics",2,458
156,"phase diagram",2,457
157,"data points",2,455
158,"objective function",2,454
159,"power law",2,454
160,"quantum information",2,453
161,"energy efficient",2,453
162,"training process",2,452
163,"significant performance",2,452
164,"information processing",2,451
165,"model selection",2,450
166,"finite fields",2,444
167,"deep learning algorithms",3,443
168,"probability distribution",2,442
169,"representation theory",2,441
170,"scalar field",2,439
171,"computationally efficient",2,439
172,"long term",2,439
173,"ground truth",2,438
174,"polynomial time",2,437
175,"stability analysis",2,436
176,"star formation",2,436
177,"low energy",2,432
178,"initial state",2,430
179,"input parameters",2,428
180,"image classification",2,428
181,"artificial intelligence",2,428
182,"signal processing",2,427
183,"evolution equations",2,424
184,"theoretical models",2,421
185,"optimal control",2,419
186,"markov chain",2,418
187,"order parameter",2,418
188,"numerical simulation",2,417
189,"optimal solution",2,417
190,"theoretical studies",2,416
191,"large area",2,416
192,"spectral properties",2,416
193,"quantum devices",2,416
194,"mathematical model",2,416
