rank,term,n_tokens,freq
1,"two dimensional",2,1499
2,"first order",2,1111
3,"magnetic field",2,1111
4,"standard model",2,934
5,"field theory",2,891
6,"ground state",2,799
7,"large number",2,669
8,"low energy",2,641
9,"experimental data",2,625
10,"high energy",2,618
11,"non linear",2,548
12,"space time",2,533
13,"high resolution",2,531
14,"low temperature",2,525
15,"numerical simulations",2,508
16,"phase transition",2,499
17,"large scale",2,495
18,"gauge theory",2,491
19,"general relativity",2,471
20,"two level",2,467
21,"phys rev",2,459
22,"time evolution",2,455
23,"power law",2,450
24,"finite dimensional",2,433
25,"long range",2,433
26,"energy spectrum",2,427
27,"phase space",2,424
28,"dark matter",2,423
29,"special case",2,420
30,"low mass",2,415
31,"quantum mechanics",2,405
32,"second order",2,394
33,"new class",2,392
34,"three dimensional",2,388
35,"time dependent",2,388
36,"new physics",2,387
37,"data set",2,386
38,"non zero",2,382
39,"non trivial",2,380
40,"dynamical systems",2,378
41,"non local",2,364
42,"large class",2,358
43,"high temperature",2,354
44,"strong coupling",2,353
45,"boundary conditions",2,353
46,"model independent",2,349
47,"ray emission",2,337
48,"exact solutions",2,332
49,"phase transitions",2,324
50,"two component",2,308
51,"lower bound",2,303
52,"self consistent",2,303
53,"leading order",2,303
54,"effective mass",2,302
55,"field theories",2,300
56,"angular momentum",2,296
57,"initial state",2,293
58,"two dimensions",2,292
59,"galaxy clusters",2,289
60,"detailed analysis",2,282
61,"two photon",2,281
62,"parameter space",2,278
63,"theoretical analysis",2,275
64,"order parameter",2,275
65,"two types",2,274
66,"black hole",2,274
67,"small scale",2,272
68,"star formation",2,271
69,"quantum fluctuations",2,270
70,"spectral function",2,267
71,"scalar field",2,265
72,"wave function",2,264
73,"sufficient conditions",2,263
74,"stellar evolution",2,262
75,"general framework",2,261
76,"mean field",2,259
77,"probability distribution",2,257
78,"perturbation theory",2,255
79,"higher dimensional",2,255
80,"sufficient condition",2,254
81,"spectral properties",2,254
82,"magnetic fields",2,253
83,"massive stars",2,253
84,"monte carlo",2,251
85,"two classes",2,248
86,"theoretical models",2,247
87,"spin dynamics",2,246
88,"fixed point",2,245
89,"wave functions",2,244
90,"higher order",2,243
91,"cosmological models",2,242
92,"physical properties",2,238
93,"cross section",2,237
94,"statistical properties",2,236
95,"energy density",2,236
96,"lattice qcd",2,234
97,"initial conditions",2,233
98,"large sample",2,231
99,"superconducting state",2,230
100,"effective potential",2,230
101,"distribution function",2,229
102,"exact solution",2,229
103,"finite size",2,229
104,"upper bound",2,228
105,"final state",2,227
106,"three dimensions",2,227
107,"invariant under",2,222
108,"closed form",2,220
109,"long time",2,220
110,"monte carlo simulations",3,219
111,"zero temperature",2,217
112,"near infrared",2,217
113,"number density",2,216
114,"critical value",2,215
115,"binary system",2,214
116,"vector fields",2,214
117,"numerical methods",2,212
118,"two components",2,212
119,"cosmological constant",2,209
120,"finite temperature",2,209
121,"thin films",2,207
122,"bound states",2,205
123,"random variables",2,199
124,"symmetry breaking",2,199
125,"critical behavior",2,199
126,"sloan digital sky survey",4,197
127,"optical lattice",2,196
128,"vacuum energy",2,194
129,"electronic properties",2,194
130,"quantum information",2,192
131,"high velocity",2,191
132,"spectral energy",2,191
133,"quantum gravity",2,190
134,"differential equation",2,190
135,"complex networks",2,190
136,"asymptotic behavior",2,188
137,"effective temperature",2,187
138,"phase diagram",2,187
139,"molecular dynamics",2,186
140,"numerical calculations",2,186
141,"least two",2,185
142,"form factors",2,185
143,"field equations",2,184
144,"arbitrary number",2,184
145,"physical parameters",2,183
146,"single electron",2,182
147,"bound state",2,181
148,"high redshift",2,181
149,"type ii",2,181
150,"hilbert space",2,180
151,"particle physics",2,179
152,"early universe",2,179
153,"room temperature",2,178
154,"early type",2,178
155,"many body",2,178
156,"excited states",2,176
157,"string theory",2,176
158,"band structure",2,176
159,"stochastic processes",2,175
160,"large amplitude",2,175
161,"correlation function",2,175
162,"spin polarization",2,175
163,"electric field",2,174
164,"einstein equations",2,174
165,"self energy",2,173
166,"system size",2,173
167,"self similar",2,173
168,"total number",2,171
169,"coherent states",2,170
170,"mass distribution",2,170
171,"steady state",2,170
172,"dark energy",2,170
173,"non equilibrium",2,170
174,"high frequency",2,169
175,"precision measurements",2,168
176,"cross sections",2,168
177,"partition function",2,167
178,"representation theory",2,167
179,"low density",2,166
180,"spherically symmetric",2,165
181,"light curves",2,164
182,"lie algebra",2,163
183,"lower bounds",2,162
184,"optical spectra",2,162
