rank,term,n_tokens,freq
1,"first order",2,2517
2,"large scale",2,2274
3,"two dimensional",2,2266
4,"deep learning",2,2155
5,"standard model",2,2048
6,"proposed algorithm",2,1716
7,"three dimensional",2,1536
8,"large number",2,1494
9,"field theory",2,1493
10,"non linear",2,1413
11,"many applications",2,1381
12,"quantum systems",2,1357
13,"ground state",2,1215
14,"new class",2,1213
15,"data set",2,1196
16,"magnetic field",2,1099
17,"machine learning",2,1053
18,"finite dimensional",2,1028
19,"high energy",2,1021
20,"high resolution",2,1004
21,"high level",2,998
22,"general framework",2,950
23,"numerical simulations",2,946
24,"new physics",2,921
25,"non trivial",2,917
26,"two types",2,907
27,"higher order",2,903
28,"sufficient conditions",2,893
29,"lower bound",2,892
30,"special case",2,891
31,"real time",2,883
32,"second order",2,878
33,"neural network",2,847
34,"low temperature",2,824
35,"real data",2,822
36,"time evolution",2,820
37,"magnetic fields",2,803
38,"time dependent",2,784
39,"optimization problem",2,783
40,"physical systems",2,783
41,"real world",2,772
42,"dark matter",2,765
43,"phase transition",2,760
44,"experimental data",2,745
45,"two dimensions",2,736
46,"non local",2,724
47,"dynamical systems",2,719
48,"long range",2,694
49,"long time",2,691
50,"high performance",2,690
51,"mean field",2,689
52,"boundary conditions",2,678
53,"low energy",2,674
54,"space time",2,646
55,"high accuracy",2,638
56,"physical properties",2,629
57,"open problem",2,628
58,"non zero",2,622
59,"energy spectrum",2,614
60,"time series",2,611
61,"art performance",2,605
62,"numerical solution",2,601
63,"system size",2,580
64,"spectral analysis",2,576
65,"two step",2,572
66,"state space",2,572
67,"least two",2,564
68,"potential applications",2,560
69,"neural networks",2,553
70,"discrete time",2,543
71,"optical properties",2,542
72,"dynamics simulations",2,535
73,"structural properties",2,528
74,"theoretical analysis",2,526
75,"upper bound",2,523
76,"power law",2,522
77,"two component",2,522
78,"phys rev",2,521
79,"wave equation",2,521
80,"finite temperature",2,517
81,"metric space",2,517
82,"general relativity",2,516
83,"dynamical system",2,515
84,"leading order",2,509
85,"many body",2,508
86,"statistical analysis",2,506
87,"large class",2,504
88,"optimal solution",2,500
89,"information theory",2,499
90,"fixed point",2,494
91,"asymptotic behavior",2,492
92,"theoretical models",2,492
93,"network architecture",2,490
94,"art methods",2,489
95,"exact solutions",2,489
96,"complex networks",2,486
97,"strong coupling",2,485
98,"initial conditions",2,484
99,"detailed analysis",2,481
100,"critical point",2,480
101,"quantum correlations",2,478
102,"vector field",2,477
103,"euclidean space",2,476
104,"convolutional neural network",3,476
105,"star formation",2,470
106,"computer vision",2,470
107,"training data",2,465
108,"social networks",2,461
109,"bound states",2,458
110,"phase space",2,457
111,"lower bounds",2,456
112,"electronic structure",2,455
113,"closed form",2,455
114,"data sets",2,451
115,"phase diagram",2,450
116,"single particle",2,449
117,"existing algorithms",2,449
118,"black hole",2,443
119,"mathematical model",2,442
120,"cosmological models",2,436
121,"computational complexity",2,433
122,"arbitrary number",2,432
123,"effective field",2,431
124,"distribution function",2,427
125,"scalar field",2,422
126,"self consistent",2,422
127,"total number",2,419
128,"high quality",2,419
129,"random variables",2,417
130,"energy density",2,414
131,"order parameter",2,413
132,"experimental measurements",2,413
133,"high temperature",2,412
134,"approximation algorithm",2,409
135,"electronic properties",2,407
136,"low dimensional",2,403
137,"low frequency",2,402
138,"invariant under",2,401
139,"markov chain",2,399
140,"long term",2,398
141,"superconducting state",2,397
142,"infinite number",2,394
143,"continuous time",2,394
144,"new family",2,394
145,"necessary condition",2,394
146,"wireless networks",2,393
147,"number density",2,390
148,"gauge theory",2,388
149,"stability analysis",2,386
150,"high dimensional",2,386
151,"effective mass",2,385
