rank,term,n_tokens,freq
1,"two dimensional",2,1563
2,"field theory",2,1080
3,"standard model",2,1011
4,"first order",2,999
5,"low energy",2,941
6,"magnetic field",2,791
7,"large number",2,771
8,"ground state",2,744
9,"non linear",2,689
10,"new approach",2,667
11,"experimental data",2,662
12,"high energy",2,638
13,"large scale",2,601
14,"numerical simulations",2,580
15,"new physics",2,541
16,"phase space",2,530
17,"high resolution",2,520
18,"three dimensional",2,519
19,"non zero",2,487
20,"new class",2,476
21,"time evolution",2,475
22,"leading order",2,464
23,"time dependent",2,449
24,"phys rev",2,444
25,"space time",2,443
26,"long range",2,426
27,"dynamical systems",2,422
28,"special case",2,420
29,"boundary conditions",2,416
30,"magnetic properties",2,406
31,"mean field",2,405
32,"second order",2,404
33,"phase transition",2,399
34,"ground states",2,398
35,"power law",2,398
36,"data set",2,384
37,"general relativity",2,383
38,"model independent",2,373
39,"spectral properties",2,369
40,"two dimensions",2,367
41,"quantum mechanics",2,363
42,"dark energy",2,363
43,"physical properties",2,346
44,"electric field",2,342
45,"two types",2,337
46,"order parameter",2,334
47,"dark matter",2,333
48,"energy density",2,327
49,"low temperature",2,320
50,"phase transitions",2,319
51,"star formation",2,317
52,"higher order",2,317
53,"scalar field",2,314
54,"low density",2,314
55,"electronic structure",2,310
56,"fixed point",2,309
57,"quantum gravity",2,308
58,"stellar mass",2,307
59,"two component",2,305
60,"monte carlo",2,303
61,"critical temperature",2,301
62,"ray sources",2,298
63,"ray emission",2,296
64,"power spectrum",2,293
65,"finite size",2,291
66,"exact solution",2,290
67,"finite dimensional",2,290
68,"low mass",2,289
69,"black holes",2,286
70,"large class",2,285
71,"long time",2,285
72,"cosmological constant",2,282
73,"mass spectrum",2,282
74,"cross section",2,281
75,"sufficient conditions",2,278
76,"detailed analysis",2,274
77,"non equilibrium",2,274
78,"quantum fluctuations",2,273
79,"non trivial",2,270
80,"general framework",2,270
81,"spectral analysis",2,269
82,"upper bound",2,269
83,"first principles",2,267
84,"single particle",2,267
85,"two photon",2,265
86,"lower bounds",2,264
87,"high redshift",2,264
88,"magnetic fields",2,263
89,"cosmological models",2,261
90,"theoretical analysis",2,257
91,"moduli space",2,257
92,"dynamics simulations",2,257
93,"vector fields",2,256
94,"phase diagram",2,256
95,"initial state",2,254
96,"structural properties",2,249
97,"parameter space",2,249
98,"finite temperature",2,248
99,"non local",2,247
100,"bound state",2,246
101,"two classes",2,244
102,"least two",2,242
103,"effective potential",2,242
104,"initial data",2,241
105,"steady state",2,241
106,"gauge theories",2,236
107,"perturbation theory",2,235
108,"distribution function",2,233
109,"monte carlo simulations",3,233
110,"wave functions",2,232
111,"invariant under",2,231
112,"low frequency",2,230
113,"hamiltonian systems",2,228
114,"evolution equations",2,228
115,"early universe",2,228
116,"gauge theory",2,228
117,"string theory",2,227
118,"self consistent",2,227
119,"self energy",2,226
120,"strong coupling",2,226
121,"energy distribution",2,225
122,"time scales",2,224
123,"statistical properties",2,224
124,"two approaches",2,223
125,"angular momentum",2,223
126,"lattice qcd",2,222
127,"real time",2,221
128,"sufficient condition",2,220
129,"correlation function",2,219
130,"free energy",2,218
131,"zero temperature",2,218
132,"symmetry breaking",2,218
133,"wave function",2,217
134,"critical value",2,215
135,"vector space",2,215
136,"final states",2,214
137,"effective action",2,214
138,"bound states",2,212
139,"early type",2,212
140,"continuous time",2,211
141,"chemical potential",2,211
142,"lower bound",2,210
143,"black hole",2,210
144,"new technique",2,210
145,"differential equations",2,207
146,"local group",2,206
147,"electronic properties",2,205
148,"type ii",2,204
149,"room temperature",2,203
150,"hilbert space",2,203
151,"representation theory",2,201
152,"final state",2,200
153,"matrix elements",2,199
154,"theoretical predictions",2,197
