rank,term,n_tokens,freq
1,"two dimensional",2,940
2,"standard model",2,896
3,"field theory",2,837
4,"ground state",2,725
5,"first order",2,701
6,"high energy",2,681
7,"gauge theory",2,628
8,"phase transition",2,625
9,"three dimensional",2,614
10,"experimental data",2,608
11,"second order",2,569
12,"numerical simulations",2,569
13,"large number",2,526
14,"new approach",2,525
15,"magnetic field",2,525
16,"magnetic fields",2,513
17,"high resolution",2,505
18,"phys rev",2,488
19,"general relativity",2,457
20,"non linear",2,450
21,"two dimensions",2,447
22,"large scale",2,441
23,"dynamical systems",2,431
24,"low energy",2,421
25,"space time",2,418
26,"long range",2,414
27,"finite dimensional",2,390
28,"time evolution",2,383
29,"power law",2,383
30,"mean field",2,380
31,"new class",2,379
32,"non zero",2,375
33,"quantum mechanics",2,373
34,"low temperature",2,369
35,"two types",2,368
36,"dark energy",2,367
37,"non trivial",2,363
38,"new physics",2,362
39,"phase diagram",2,350
40,"physical properties",2,342
41,"model independent",2,335
42,"special case",2,334
43,"higher order",2,331
44,"finite temperature",2,331
45,"large class",2,330
46,"low mass",2,324
47,"high density",2,316
48,"energy density",2,312
49,"phase space",2,312
50,"high temperature",2,310
51,"boundary conditions",2,306
52,"black hole",2,301
53,"time dependent",2,292
54,"long time",2,289
55,"data set",2,287
56,"cross section",2,286
57,"star formation",2,283
58,"two component",2,278
59,"cosmological models",2,274
60,"leading order",2,270
61,"non local",2,267
62,"effective potential",2,266
63,"single particle",2,265
64,"theoretical models",2,265
65,"initial state",2,262
66,"exact solution",2,261
67,"critical point",2,260
68,"parameter space",2,257
69,"scalar field",2,257
70,"ray emission",2,256
71,"order parameter",2,253
72,"two classes",2,251
73,"hilbert space",2,251
74,"system size",2,248
75,"quantum gravity",2,246
76,"free energy",2,245
77,"distribution function",2,245
78,"moduli space",2,244
79,"temperature dependence",2,243
80,"lower bound",2,240
81,"sufficient conditions",2,238
82,"wave function",2,238
83,"effective temperature",2,237
84,"quantum fluctuations",2,234
85,"ray spectrum",2,233
86,"higher dimensional",2,232
87,"perturbation theory",2,232
88,"dark matter",2,231
89,"angular momentum",2,230
90,"detailed analysis",2,228
91,"invariant under",2,227
92,"correlation functions",2,227
93,"cosmological constant",2,226
94,"strong coupling",2,225
95,"self consistent",2,224
96,"upper bound",2,222
97,"structure functions",2,222
98,"complete set",2,221
99,"lattice qcd",2,221
100,"string theory",2,221
101,"bound state",2,217
102,"energy range",2,216
103,"non equilibrium",2,215
104,"initial conditions",2,212
105,"optical spectra",2,211
106,"theoretical analysis",2,207
107,"spectral analysis",2,207
108,"early universe",2,205
109,"monte carlo",2,205
110,"monte carlo simulations",3,205
111,"new technique",2,204
112,"classical limit",2,201
113,"small values",2,200
114,"energy spectrum",2,198
115,"vector fields",2,197
116,"optical spectroscopy",2,193
117,"mass function",2,192
118,"form factor",2,191
119,"fixed point",2,191
120,"self similar",2,190
121,"coupling constant",2,188
122,"statistical analysis",2,188
123,"final state",2,187
124,"transport properties",2,187
125,"neutron star",2,187
126,"asymptotic behavior",2,186
127,"critical temperature",2,184
128,"galaxy evolution",2,183
129,"many body",2,182
130,"galaxy clusters",2,181
131,"green function",2,180
132,"number density",2,179
133,"structure formation",2,179
134,"excited states",2,177
135,"renormalization group",2,176
136,"two photon",2,176
137,"strongly coupled",2,176
138,"electromagnetic field",2,176
139,"phase transitions",2,175
140,"symmetric group",2,174
141,"power spectrum",2,174
142,"probability distribution",2,173
143,"statistical properties",2,173
144,"sloan digital sky survey",4,173
145,"type ii",2,172
146,"local group",2,171
147,"bound states",2,171
148,"two body",2,170
149,"chemical potential",2,170
150,"point like",2,170
151,"necessary condition",2,167
152,"numerical calculations",2,167
153,"quantum information",2,167
154,"quark mass",2,166
155,"symmetry breaking",2,166
156,"random walk",2,165
157,"low temperatures",2,164
158,"total mass",2,163
159,"arbitrary number",2,162
160,"infinite number",2,161
161,"three dimensions",2,161
162,"upper limit",2,161
163,"mean field theory",3,161
164,"cross sections",2,160
165,"field equations",2,160
166,"large sample",2,160
